,N1-Light,N1-Short,N1-Medium,N1-Long
2017-04-28,34812.4966,1288.66,530.4217687,983.4829932
2017-04-29,27072.56081,607.527,310.3175676,685.3243243
2017-04-30,24720.09459,466.1757,270.0067568,467.5810811
2017-05-01,29330.95238,751.0408,351.4489796,559.6598639
2017-05-02,35032.71429,1513.415,576.0748299,1043.29932
2017-05-03,34382.83562,1547.986,606.369863,1225.363014
2017-05-04,35118.06164,1606.459,633.3835616,1311.554795
2017-05-05,38098.96575,1592.87,665.7191781,1249.287671
2017-05-06,28329.82759,739.9034,387.2896552,891.4689655
2017-05-07,23421.05634,479.3099,277.3028169,649.7253521
2017-05-08,31668.53237,1398.381,551.2589928,1054.618705
2017-05-09,33335.40816,1528.755,596.0544218,1273.646259
2017-05-10,34206.43836,1562.418,621.9315068,1342.19863
2017-05-11,35309.4589,1593.021,626.8972603,1332.780822
2017-05-12,38118.52703,1543.318,634.7094595,1206.722973
2017-05-13,25240.16216,643.8649,330.7702703,811.7567568
2017-05-14,24269.76351,455.5541,261.5878378,616.6216216
2017-05-15,34029.28378,1453.5,563.2027027,1061.371622
2017-05-16,34337.29252,1534.653,601.1836735,1273.52381
2017-05-17,33903.52414,1532.407,625.1310345,1295.551724
2017-05-18,34445.10274,1549.76,631.3013699,1293.554795
2017-05-19,38597.36552,1552.641,657.3586207,1231.131034
2017-05-20,27667.88435,695.8503,354.7823129,799.1496599
2017-05-21,22264.91781,449.4658,269.0684932,577.609589
2017-05-22,32539.5137,1450.137,559.0753425,1055.054795
2017-05-23,33938.00676,1532.764,586.8986486,1253.831081
2017-05-24,34183.84667,1538.887,611.5133333,1314.093333
2017-05-25,35786.88591,1607.101,615.8255034,1279.731544
2017-05-26,40583.92517,1556.986,635.8571429,1152.721088
2017-05-27,29362.99324,680.3311,339.3716216,752.2162162
2017-05-28,25156.87755,489.415,254.3809524,585.952381
2017-05-29,34358.22603,1457.781,560.4383562,1027.116438
2017-05-30,33442.92053,1500.013,591.1059603,1220.754967
2017-05-31,34179.43709,1524.801,606.8476821,1279.152318
2017-06-01,35661.64901,1617.404,636.8807947,1286.07947
2017-06-02,39603.60927,1588.099,633.2913907,1189.523179
2017-06-03,27977.37086,684.0066,335.6291391,794.9205298
2017-06-04,23780.70861,479.5166,253.7483444,605.4437086
2017-06-05,34154.21192,1488.987,560.8211921,1064.291391
2017-06-06,34171.375,1543.237,595.3092105,1255.953947
2017-06-07,32659.10526,1445.263,568.5065789,1240.769737
2017-06-08,35268.41333,1554.72,627.4466667,1271.526667
2017-06-09,38738.06,1562.567,626.62,1185.3
2017-06-10,27227.23333,666.1067,333.88,818.62
2017-06-11,21742.28667,447.8933,240.3466667,622.6733333
2017-06-12,33825.65772,1458.477,557.6375839,1086.825503
2017-06-13,34131.64238,1534.762,593.7086093,1260.437086
2017-06-14,35210.72848,1600.119,629.2847682,1338.476821
2017-06-15,32356.75497,1276.477,531.7549669,1128.933775
2017-06-16,25687.12583,694.596,348.6490066,791.5364238
2017-06-17,22589.19205,525.4371,269.615894,610.615894
2017-06-18,26346.84564,536.1275,274.442953,540.7181208
2017-06-19,34103.65306,1550.803,580.2857143,1077.77551
2017-06-20,34281.73826,1567.389,602.0201342,1280.61745
2017-06-21,35295.51333,1588.473,627.8733333,1352.906667
2017-06-22,35219.62667,1593.26,629.8066667,1320.88
2017-06-23,39465.0596,1587.377,647.1125828,1218.516556
2017-06-24,29007.72368,712.1118,372.6052632,824.0197368
2017-06-25,23936.22368,477.4737,260.5263158,610.5263158
2017-06-26,35240.26974,1475.382,568.9407895,1037.921053
2017-06-27,35386.87662,1578.13,629.2402597,1277.227273
2017-06-28,35547.50327,1588.137,654.7581699,1322.496732
2017-06-29,37633.46753,1699.825,665.3376623,1333.357143
2017-06-30,42352.30263,1650.678,660.9210526,1181.184211
2017-07-01,30800.30921,773.8882,372.8618421,772.0526316
2017-07-02,28010.08553,605.7434,323.5921053,593.9934211
2017-07-03,35422.98684,1531.263,581.7631579,1046.407895
2017-07-04,35122.4702,1594.344,608.4437086,1268.496689
2017-07-05,35917.0596,1584.166,623.4768212,1370.072848
2017-07-06,36185.96,1639.953,651.68,1384.726667
2017-07-07,39533.84667,1653.08,655.14,1258.286667
2017-07-08,27558.32667,700.7733,349.12,840.8133333
2017-07-09,24791.46309,536.047,295.8053691,658.3825503
2017-07-10,34793.92617,1512,578.557047,1090.718121
2017-07-11,34686.76,1552.727,576.7733333,1292.073333
2017-07-12,34544.59333,1538.013,618.2533333,1359.013333
2017-07-13,35143.26846,1616.564,623.4496644,1355.644295
2017-07-14,39580.28667,1620.867,621.14,1232.453333
2017-07-15,27746.54545,705.8896,351.8376623,872.9285714
2017-07-16,25152.81169,533.7143,274,681.4155844
2017-07-17,34136.6039,1479.052,562.2272727,1093.779221
2017-07-18,34043.52597,1548.468,596.7662338,1301.038961
2017-07-19,34991.1039,1567.779,617.0194805,1369.727273
2017-07-20,35083.59477,1591.013,643.0980392,1374.189542
2017-07-21,40227.77922,1646.955,656.4350649,1273.987013
2017-07-22,29273.13725,785.5033,399.4836601,874.869281
2017-07-23,26843.52941,591.9608,315.6601307,670.7189542
2017-07-24,33717.94771,1488.948,590.1176471,1091.30719
2017-07-25,34596.13636,1546.695,596.6168831,1327.149351
2017-07-26,35628.48701,1572.76,633.6753247,1394.577922
2017-07-27,36719.81935,1662.426,658.4451613,1410.806452
2017-07-28,40905.85161,1620.716,672.3935484,1249.587097
2017-07-29,30777.90968,743.5935,377.2387097,846.4387097
2017-07-30,26738.12258,549.2645,296.6903226,659.7032258
2017-07-31,35180.69032,1506.2,569.0064516,1088.496774
2017-08-01,34306.97403,1569.39,597.3766234,1325.493506
2017-08-02,35125.6,1568.168,635.5935484,1399.329032
2017-08-03,35975.13636,1655.734,665.1948052,1404.136364
2017-08-04,40649.75484,1682.006,680.0580645,1279.974194
2017-08-05,29145.74026,719.8442,382.7857143,874.0194805
2017-08-06,25281.82353,516.5752,291.2091503,683.3986928
2017-08-07,34156.09804,1507.614,580.2745098,1109.928105
2017-08-08,35436.47368,1640.52,636.2565789,1309.605263
2017-08-09,23279.04545,672.987,369.6363636,1061.37013
2017-08-10,35412.67105,1625.092,645.6907895,1250.460526
2017-08-11,37617.68153,1604.93,663.0127389,1259.012739
2017-08-12,25473.78313,660.3675,359.7409639,896.0361446
2017-08-13,23005.26506,504.8012,273.2108434,698.6144578
2017-08-14,32308.54217,1446.289,577.9096386,1121.506024
2017-08-15,31975.63473,1464.79,572.2335329,1350.562874
2017-08-16,31685.74251,1440.683,573.7784431,1375.814371
2017-08-17,33160.38554,1534.307,623.9578313,1386.379518
2017-08-18,35794.16265,1507.048,618.2710843,1243.722892
2017-08-19,24378.21176,643.9941,347.9235294,921.8176471
2017-08-20,21695.57988,478.3195,283.2544379,730.7514793
2017-08-21,30641.72024,1394.179,542.8214286,1112.214286
2017-08-22,30703.89286,1440.863,572.6964286,1356.077381
2017-08-23,31430.53571,1479.589,588.75,1346.863095
2017-08-24,31911.58824,1492.5,585.3235294,1381.7
2017-08-25,37055.5503,1500.059,615.1893491,1223.940828
2017-08-26,26819.46471,654.2176,342.7176471,875.3882353
2017-08-27,23488.78698,486.0651,272.5976331,687.9408284
2017-08-28,30864.7574,1372.254,545.0710059,1087.289941
2017-08-29,31458.59412,1493.435,598.6117647,1355
2017-08-30,32053.2924,1517.883,610.0877193,1434.526316
2017-08-31,33816.79651,1610.692,632.4709302,1408.226744
2017-09-01,39022.73171,1573.5,639.7865854,1238.841463
2017-09-02,28328.59146,709.8963,454.4390244,866.1036585
2017-09-03,26043.7546,559.2883,326.8895706,695.9141104
2017-09-04,33099.73171,1475.207,661.8231707,1143.756098
2017-09-05,32100.57055,1523.067,618.0797546,1386.521472
2017-09-06,33097.01863,1553.304,633.515528,1458.89441
2017-09-07,33957.00613,1597.933,655.5521472,1463.055215
2017-09-08,37699.58282,1618.276,672.8343558,1356.116564
2017-09-09,27550.5679,725.7531,376.8209877,986.4567901
2017-09-10,23889.43827,523.6605,295.2098765,756.2037037
2017-09-11,32275.2284,1459.383,573.5493827,1198.790123
2017-09-12,32881.81988,1564.932,613.7018634,1422.875776
2017-09-13,33118.67073,1553.079,612.8841463,1440.47561
2017-09-14,33342.47879,1588.152,632.7515152,1423.333333
2017-09-15,37388.47273,1570.994,652.8121212,1282.084848
2017-09-16,26257.41463,678.0671,361.9390244,903.3536585
2017-09-17,22944.7378,479.9573,290.25,716.8109756
2017-09-18,32134.6319,1445.344,582.1104294,1156.907975
2017-09-19,32818.03704,1520.346,606.6481481,1381.685185
2017-09-20,33713.05521,1564.331,633.4355828,1454.251534
2017-09-21,35025.80982,1641.472,661.8895706,1449.631902
2017-09-22,41649.275,1724.737,709.0625,1284.15625
2017-09-23,30152.39744,766.0192,407.0576923,832.5705128
2017-09-24,23185.55844,441.8961,283.2792208,549.4090909
2017-09-25,27173.81046,711.8366,384.8104575,687.9281046
2017-09-26,34473.30519,1531.474,630.5779221,1189.376623
2017-09-27,33496.30625,1568.963,658.38125,1392.4625
2017-09-28,35101.84277,1652.377,685.7924528,1451.522013
2017-09-29,41247.10191,1729.401,700.5605096,1319.178344
2017-09-30,30519.14013,819.9299,403.2420382,921.3566879
2017-10-01,26932.4717,613.6855,342.5345912,695.1446541
2017-10-02,34253.66038,1539.17,607.6603774,1139.509434
2017-10-03,33729.19876,1574.727,633.3416149,1357.677019
2017-10-04,34726.46914,1626.457,655.1604938,1437.216049
2017-10-05,34200.14907,1564.373,630.4161491,1401.52795
2017-10-06,38995.25926,1643.074,663.4691358,1278.611111
2017-10-07,28400.10625,741.1875,382.83125,899.55
2017-10-08,26724.40625,604.2125,313.9125,732.25
2017-10-09,32541.2875,1469.213,575.725,1186.61875
2017-10-10,31742.03067,1514.84,597.398773,1391.852761
2017-10-11,32977.42073,1559.549,609.4878049,1427.347561
2017-10-12,33724.85802,1624.272,644.3950617,1417.592593
2017-10-13,37180.93293,1596.671,654.9756098,1305.5
2017-10-14,26438.4908,694.6012,384.0184049,902.4233129
2017-10-15,22264.69325,483.6319,304.5398773,709.6993865
2017-10-16,31974.57669,1432.227,573.208589,1175.625767
2017-10-17,32298.66463,1519.335,601.2012195,1367.621951
2017-10-18,32878.5061,1557.756,631.847561,1427.493902
2017-10-19,33280.19394,1590.855,638.2,1409.109091
2017-10-20,36294.37805,1569.634,642.0609756,1299.231707
2017-10-21,26100.59036,689.4759,342.0542169,902.8072289
2017-10-22,22093.24551,472.5928,281.1976048,699.6347305
2017-10-23,31070.44578,1420.163,576.3614458,1142.753012
2017-10-24,31555.50299,1501.713,605.6167665,1355.868263
2017-10-25,33217.86747,1533.578,612.7349398,1397.433735
2017-10-26,34516.20482,1594.048,623.2228916,1386.686747
2017-10-27,37943.86747,1549.657,645.0843373,1270.024096
2017-10-28,28469.38788,727.4424,370.8181818,882.4060606
2017-10-29,24960.55488,514.7134,296.8658537,683.3353659
2017-10-30,30265.52469,1382.117,566.3888889,1120.944444
2017-10-31,32705.32727,1549.824,623.1454545,1344.290909
2017-11-01,33346.33735,1566.223,629.2409639,1412.156627
2017-11-02,34102.27879,1603.194,642.3272727,1416.806061
2017-11-03,38425.84049,1616.368,675.7484663,1319.134969
2017-11-04,28225.24691,744.4383,362.2222222,903.4259259
2017-11-05,25189.47531,526.5617,292.2345679,731.5925926
2017-11-06,32103.71698,1458.321,559.1383648,1133.735849
2017-11-07,32193.37736,1551.377,598.5786164,1383.320755
2017-11-08,31795.24845,1468.596,605.173913,1457.291925
2017-11-09,34609.11392,1678.81,662.7278481,1429.64557
2017-11-10,37309.86957,1610.155,664.4347826,1343.043478
2017-11-11,27046.95062,737.3148,368.2839506,955.117284
2017-11-12,22462.68125,486.4438,276.5625,773.1875
2017-11-13,31945.64375,1457.294,589,1208.88125
2017-11-14,32427.68098,1567.644,621.3190184,1427.257669
2017-11-15,32567.2963,1538.765,620.8641975,1479.901235
2017-11-16,34349.87117,1641.595,646.2147239,1480.539877
2017-11-17,37973.16564,1625.454,641.6871166,1344.263804
2017-11-18,27121.36196,745.5583,373.3680982,993.9877301
2017-11-19,23058.25309,500.2346,277.9012346,798.4691358
2017-11-20,32512.92547,1495.696,589.757764,1216.242236
2017-11-21,32829.4625,1609.106,630.10625,1454.63125
2017-11-22,33741.91195,1633.396,655.2767296,1523.207547
2017-11-23,35210.41139,1728.867,681.4620253,1530.189873
2017-11-24,40100.34615,1693.244,682.5705128,1378.384615
2017-11-25,28976.56962,764.1329,392.3734177,980.2721519
2017-11-26,26947.5,593.2025,337.3987342,786.2594937
2017-11-27,34296.32484,1552.548,619.4203822,1210
2017-11-28,34542.6242,1667.127,652.1592357,1433.955414
2017-11-29,35626.82911,1723.506,695.2531646,1519.265823
2017-11-30,37742.0625,1802.1,729.15625,1526.4625
2017-12-01,40690.0443,1748.278,741.9113924,1390.518987
2017-12-02,33053.87975,915.3734,436.1455696,987.1835443
2017-12-03,28802.48077,673.8846,356.3846154,808.6923077
2017-12-04,33973.46452,1582.948,630.7870968,1209.283871
2017-12-05,32972.12658,1541.911,641.9810127,1401.943038
2017-12-06,35244.67722,1700.487,692.0316456,1475.607595
2017-12-07,36453.30189,1782.868,715.327044,1528.993711
2017-12-08,40410.55625,1803.556,750.7875,1429.6625
2017-12-09,31345.225,934.8062,468.7625,1060.10625
2017-12-10,26963.24528,661.0189,377.4528302,838.918239
2017-12-11,34732.20126,1646.849,663.572327,1288.257862
2017-12-12,34794.73125,1772.362,698.2375,1479.89375
2017-12-13,35397.18012,1758.516,715.7826087,1531.583851
2017-12-14,36733.40252,1830.126,729.5471698,1511.830189
2017-12-15,41481.58491,1742.686,716.5534591,1323.157233
2017-12-16,31601.88679,889.044,453.8490566,944.2201258
2017-12-17,27453.84277,772.3711,382.4402516,767.4465409
2017-12-18,31784.49686,1421.723,582.918239,1122.176101
2017-12-19,31191.84375,1462.513,620.18125,1284.55
2017-12-20,32097.0625,1437.831,625.475,1308.55625
2017-12-21,32593.575,1419.794,616.675,1260.175
2017-12-22,37500.40252,1408.214,610.6289308,1036.044025
2017-12-23,29741.75625,895.1688,470.76875,642.675
2017-12-24,20220.79503,501.6335,266.8385093,331.621118
2017-12-25,17486.50932,250.7081,140.2546584,206.4596273
2017-12-26,20361.13125,433.4125,229.73125,342.4
2017-12-27,23230.7,808.4312,369.6125,723.75
2017-12-28,22291.04969,856.1801,403.0434783,860.5217391
2017-12-29,24487.21875,858.8687,407.1375,797.4
2017-12-30,20515.23899,561.9245,292.836478,560.8301887
2017-12-31,18071.6478,381.9245,234.509434,319.4150943
2018-01-01,18889.16026,374.4872,209.4102564,248.2820513
2018-01-02,25142.00633,863.1456,377.0886076,570.8417722
2018-01-03,26320.05625,1051.525,462.85625,847.3125
2018-01-04,26156.38365,1044.755,446.754717,919.7044025
2018-01-05,29039.54088,1116.943,474.3773585,897.4528302
2018-01-06,24368.03125,748.2062,366.66875,679.68125
2018-01-07,22792.9125,669.4125,339.36875,543.95
2018-01-08,29610.44654,1232.352,510.1069182,897.2578616
2018-01-09,29532.08228,1321.924,558.278481,1118.740506
2018-01-10,30921.16456,1387.089,578.9050633,1222.696203
2018-01-11,31734.79245,1422.547,589.5471698,1239.754717
2018-01-12,35252.08228,1480.171,630.0506329,1192.670886
2018-01-13,25904.47771,722.9045,384.9044586,831.4649682
2018-01-14,23170.00633,602.3291,334.0126582,622.1835443
2018-01-15,32711.70886,1437.051,585.5,1046.658228
2018-01-16,33322.87261,1518.28,629.3248408,1281.420382
2018-01-17,32329.12102,1487.809,633.1146497,1348.802548
2018-01-18,33128.61146,1508.325,607.3375796,1344.955414
2018-01-19,35699.70253,1504.437,630.278481,1252.601266
2018-01-20,25039.96855,649.2013,338.9119497,863.2641509
2018-01-21,20722.2625,437.8,264.95,672.70625
2018-01-22,31447.06918,1370.019,568.591195,1086.716981
2018-01-23,31835.8038,1465.968,607,1298.962025
2018-01-24,31765.83125,1464.763,608.5,1339.9875
2018-01-25,34023.14286,1553.155,636.6086957,1350.459627
2018-01-26,38171.93789,1540.398,659.7515528,1248.285714
2018-01-27,28160.26087,681.205,368.6397516,835.1304348
2018-01-28,24416.99379,507.1863,292.0434783,653.2795031
2018-01-29,32566.42236,1415.267,597.8385093,1118.285714
2018-01-30,33262.95,1554.406,630.525,1368.25625
2018-01-31,33979.7,1568.594,639.0375,1432.06875
2018-02-01,34081.3125,1596.612,675.4375,1399.9125
2018-02-02,38898.6519,1610.424,680.1455696,1288.962025
2018-02-03,28405.76582,742.3671,401.6898734,889.5
2018-02-04,25323.81646,527.7848,319.7341772,697.9493671
2018-02-05,33005.84076,1474.121,611.0254777,1149.675159
2018-02-06,32968.41139,1551.684,647.6835443,1387.240506
2018-02-07,33122.68987,1533.437,662.8607595,1455.310127
2018-02-08,33997.43038,1605.304,707.1962025,1463.962025
2018-02-09,38058.29375,1622.725,727.1625,1362.0875
2018-02-10,26262.23125,716.6625,413.1375,959.55
2018-02-11,23357.04375,510.6938,330.1375,754.2
2018-02-12,32103.19375,1431.737,617.975,1190.475
2018-02-13,32807.5125,1543.175,648.65,1376.8
2018-02-14,33307.5283,1536.572,673.9056604,1462.849057
2018-02-15,33374.43671,1528.475,660.6708861,1415.727848
2018-02-16,37754.8038,1580.949,695.5696203,1309.955696
2018-02-17,26679.35849,683.9308,393.4779874,891.8616352
2018-02-18,23156.69182,481.4025,311.3081761,699.8616352
2018-02-19,32377.1761,1425.069,636.3899371,1175.264151
2018-02-20,33069.67722,1539.937,668.443038,1385.791139
2018-02-21,33465.64557,1548.728,679.7341772,1415.329114
2018-02-22,33638.89441,1585.559,694.3043478,1399.906832
2018-02-23,38236.86335,1586.429,719.0372671,1282.962733
2018-02-24,28521.60248,713.1988,404.757764,851.0124224
2018-02-25,25181.31056,523.7888,304.826087,684.7763975
2018-02-26,33394.2795,1475.901,632.5217391,1142.552795
2018-02-27,33302.90683,1551.472,656.5465839,1362.546584
2018-02-28,33046.25949,1480.025,619.2848101,1376.063291
2018-03-01,34670.31875,1614.862,680.3625,1387.34375
2018-03-02,40339.10692,1639.981,687.8993711,1259.704403
2018-03-03,30275.8882,742.0124,422.8012422,866.5465839
2018-03-04,26264.95031,558.646,343.2111801,684.5590062
2018-03-05,33067.13836,1476.428,602.7735849,1138.433962
2018-03-06,32739.03125,1575.694,634.83125,1333.40625
2018-03-07,33499.61635,1574.447,645.6415094,1416.081761
2018-03-08,33751.09938,1569.932,666.6149068,1421.310559
2018-03-09,37634.27044,1607.44,707.4339623,1332.264151
2018-03-10,27636.175,736.9125,441.0625,927.4625
2018-03-11,23462.70253,498.6899,318.7088608,690.8417722
2018-03-12,33169.25949,1490,640.3164557,1164.708861
2018-03-13,32907.93125,1542.638,651.91875,1372.4
2018-03-14,33720.44654,1584.704,681.6037736,1424.91195
2018-03-15,33693.38509,1590.596,684.7453416,1552.720497
2018-03-16,37412.62264,1577.34,676.1383648,1443.534591
2018-03-17,25721.99387,678.2454,430.0797546,1027
2018-03-18,22087.13415,474.0854,339.7560976,800.5121951
2018-03-19,32083.96341,1493.165,617.1829268,1187.237805
2018-03-20,33201.0303,1574.497,679.0545455,1334.048485
2018-03-21,20455.85455,666.0061,382.6484848,1084.612121
2018-03-22,30557.35185,1367.852,627.7407407,1172.104938
2018-03-23,34069.55063,1392.487,644.1582278,1193.753165
2018-03-24,26075.65432,663.1975,397.8765432,887.9567901
2018-03-25,22782.01875,474.1562,310.8375,672.90625
2018-03-26,32160.64151,1492.057,638,1113.830189
2018-03-27,34232.91824,1673.226,718.6415094,1342.855346
2018-03-28,38517.26087,1817.168,791.9937888,1387.018634
2018-03-29,42325.7764,1818.832,797.447205,1189.341615
2018-03-30,24799.15625,690.5562,585.675,672.675
2018-03-31,21944.075,488.2625,307.71875,496.45625
2018-04-01,22038.65839,477.9627,320.8695652,386.621118
2018-04-02,27286.36478,765.8428,554.4339623,557.6163522
2018-04-03,34111.57143,1488.584,647.7515528,1056.484472
2018-04-04,33146.95031,1558.584,668.7701863,1304.906832
2018-04-05,33627.03086,1612.981,714.7407407,1388.487654
2018-04-06,36436.9816,1585.264,704.4417178,1323.331288
2018-04-07,28085.8773,755.9877,425.5460123,953.4294479
2018-04-08,25629.64634,577.6341,365.6646341,749.8170732
2018-04-09,33816.81707,1508.36,687.0914634,1159.920732
2018-04-10,32284.62195,1522.207,682.1585366,1356.042683
2018-04-11,31983.09756,1519.805,670.7682927,1398.621951
2018-04-12,33126.98171,1559.213,654.4390244,1405.463415
2018-04-13,36462.32515,1518.767,663.5889571,1270.141104
2018-04-14,26005.08589,696.2515,432.0184049,889.8527607
2018-04-15,22468.86957,462.3478,314.8322981,700.0745342
2018-04-16,31757.32919,1422.211,619.0372671,1121.024845
2018-04-17,31831.33129,1482.074,652.0613497,1332.546012
2018-04-18,32028.14815,1458.827,629.3333333,1376.685185
2018-04-19,32695.58282,1535.448,642.2699387,1394.030675
2018-04-20,36414.36585,1532.64,630.1829268,1267.29878
2018-04-21,26761.31288,700.9509,381.8282209,895.7607362
2018-04-22,21498.76074,458.2209,284.8466258,701.5030675
2018-04-23,32147.5,1436.327,550.845679,1086.845679
2018-04-24,32836.2716,1545.747,618.1234568,1390.895062
2018-04-25,32767.58025,1402.796,567.1419753,1265.395062
2018-04-26,41403.77301,1772.571,683.8466258,1286.993865
2018-04-27,30891.52147,859.362,426.2331288,843.8466258
2018-04-28,24409.61963,545.1288,303.5766871,606.1042945
2018-04-29,23797.79755,489.0675,283.8895706,533.0613497
2018-04-30,29771.45625,1125.325,467.40625,864.2875
2018-05-01,27202.93082,764.5723,408.3710692,817.0943396
2018-05-02,33500.03774,1509.616,588.8238994,1148.465409
2018-05-03,33511.42236,1615.056,637.7950311,1323.807453
2018-05-04,36729.01863,1599.696,664.8881988,1294.975155
2018-05-05,28096.65031,775.2822,426.1042945,961.1840491
2018-05-06,23403.03067,517.4479,314.2453988,712.6503067
2018-05-07,32511.09317,1449.559,576.2857143,1121.757764
2018-05-08,32516.52469,1506.809,609.0123457,1329.475309
2018-05-09,33394.4625,1574.106,639.575,1383.98125
2018-05-10,33479.79503,1575.186,645.378882,1402.875776
2018-05-11,37578,1577.706,649.50625,1282.1
2018-05-12,27397.59627,719.7702,400.0372671,881.3043478
2018-05-13,24195.0559,484.0559,298.1490683,691.5341615
2018-05-14,31009.5625,1343.394,552.06875,1091.775
2018-05-15,32293.85535,1493.031,615.0377358,1294.968553
2018-05-16,33451.96855,1527.969,668.8176101,1357.339623
2018-05-17,32980.01266,1557.899,676.721519,1324.78481
2018-05-18,36967.16981,1570.962,709.2830189,1257.603774
2018-05-19,25517.26087,693.9379,420.9130435,876.7329193
2018-05-20,21296.2236,469.0559,297.4596273,675.7391304
2018-05-21,31285.53459,1414.346,615.8301887,1113.207547
2018-05-22,31583.56329,1490.487,634.8291139,1331.664557
2018-05-23,32690.46835,1526.108,710.2151899,1365.740506
2018-05-24,33040.27673,1525.755,673.6792453,1336.025157
2018-05-25,38132.46875,1516.131,664.58125,1248.7125
2018-05-26,27924.4125,678.5562,412.0375,858.6
2018-05-27,24211.49367,481.443,322.5949367,649.5696203
2018-05-28,33141.80255,1427.968,602.8280255,1091.840764
2018-05-29,32128.58599,1459.166,631.4585987,1315.261146
2018-05-30,33095.95541,1528.108,657.0573248,1372.203822
2018-05-31,32622.63057,1518.917,665.7643312,1336.961783
2018-06-01,37641.17834,1558.803,678.3184713,1208.140127
2018-06-02,27494.57325,700.3248,390.8471338,863.910828
2018-06-03,23854.96154,521.1795,309.8397436,681.8717949
2018-06-04,32576.50955,1415.892,605.9490446,1115.789809
2018-06-05,32830.93038,1502.443,631.7405063,1301.759494
2018-06-06,33197.89873,1519.228,641.1708861,1342.993671
2018-06-07,33262.84713,1535.943,643.3121019,1376.980892
2018-06-08,36955.57595,1520.703,651.8291139,1243.360759
2018-06-09,25875.95625,660.825,384.80625,869.925
2018-06-10,21566.0375,444.1812,289.1625,682.09375
2018-06-11,31923.24528,1405.195,605.3396226,1098.308176
2018-06-12,31972.74843,1473.937,621.081761,1299.100629
2018-06-13,32135.20382,1486.656,654.6050955,1385.082803
2018-06-14,33108.70253,1530.443,674.0379747,1347.405063
2018-06-15,37362.33121,1470.108,665.044586,1199.541401
2018-06-16,24748.15823,603.2089,370.9050633,815.3164557
2018-06-17,22906.46203,479.8797,297.443038,660.0696203
2018-06-18,32390.36076,1396.051,601.0506329,1099.651899
2018-06-19,33000.36478,1499.742,649.572327,1292.534591
2018-06-20,33764.6125,1534.594,660.95625,1367.7625
2018-06-21,34309.59375,1580.638,674.8,1351.44375
2018-06-22,38782.08805,1585.063,715.2830189,1295.54717
2018-06-23,27695.20126,741.3082,411.4779874,882.5974843
2018-06-24,23829.97484,516.5786,336.1006289,681.6666667
2018-06-25,34039.6242,1458.127,640.6369427,1111.133758
2018-06-26,34088.48101,1546.013,673.6455696,1308.867089
2018-06-27,34588.56329,1548.449,673.6582278,1367.132911
2018-06-28,35546.28481,1649.184,682.5063291,1386.164557
2018-06-29,39584.89937,1570.472,693.6981132,1236.666667
2018-06-30,29168.07547,736.327,407.1509434,842.7924528
2018-07-01,26377.15094,578.9245,354.0566038,665.672956
2018-07-02,31790.30968,1343.987,565.6322581,1028.103226
2018-07-03,32229.45161,1456.052,605.4774194,1232.4
2018-07-04,32433.16234,1445.649,631.5909091,1306.201299
2018-07-05,33194.08974,1494.147,642.4679487,1318.044872
2018-07-06,36628.00641,1517.609,659.3782051,1250
2018-07-07,26346.82803,661.6497,398.1719745,875.1528662
2018-07-08,23435.1465,509.0191,317.7261146,672.3248408
2018-07-09,32174.78846,1388.026,589.7820513,1069.160256
2018-07-10,32638.10897,1482.282,620.7820513,1244.346154
2018-07-11,32986.21429,1484.273,635.8831169,1319.746753
2018-07-12,33317.51923,1521.359,638.7371795,1327.987179
2018-07-13,37835.83439,1524.159,682.8216561,1227.898089
2018-07-14,26622.35897,709.8718,399.9935897,839.2884615
2018-07-15,25380.70513,587.2308,361.3653846,669.1474359
2018-07-16,33590.88387,1471.168,621.3290323,1083.554839
2018-07-17,31899.22436,1438.904,632.5769231,1267.871795
2018-07-18,32579.74051,1458.468,626.5632911,1311.582278
2018-07-19,33242.57962,1514.503,638.3375796,1334.401274
2018-07-20,36415.85256,1483.519,647.5897436,1249.961538
2018-07-21,26431.37107,655.5409,387.163522,863.2389937
2018-07-22,22434.56604,470.7421,307.9056604,676.245283
2018-07-23,32246.93711,1394.415,589.4654088,1095.54717
2018-07-24,33090.5125,1485.95,632.71875,1289.01875
2018-07-25,34046.11875,1508.769,643.83125,1349.69375
2018-07-26,34809.81761,1549.113,656.0503145,1321.72327
2018-07-27,39558.82911,1513.525,674.5443038,1221.316456
2018-07-28,28912.15287,685.0446,389.6624204,841.7133758
2018-07-29,25108.93631,500.6433,314.3121019,663.1783439
2018-07-30,34088.92857,1420.435,588.5649351,1079.350649
2018-07-31,33984.22436,1479.141,617.8397436,1271.166667
2018-08-01,34183.22293,1486.522,639.2484076,1358.095541
2018-08-02,35181.94268,1564.452,652.044586,1354.643312
2018-08-03,38342.3871,1530.284,678.916129,1264.032258
2018-08-04,27816.97419,672.2129,407.1806452,869.4516129
2018-08-05,23564.81818,484.5455,314.8116883,715.3441558
2018-08-06,32065.76623,1401.942,603.5974026,1133.012987
2018-08-07,33607.59211,1526.605,646.9407895,1341.894737
2018-08-08,38234.43137,1647.915,711.9150327,1349.601307
2018-08-09,23186.61935,689.8194,408.3677419,1050.393548
2018-08-10,30531.86452,1248.348,569.3290323,1122.116129
2018-08-11,23579.59873,575.1083,342.9044586,805.3184713
2018-08-12,25324.47436,544.9231,325.1346154,647.0705128
2018-08-13,32223.81529,1402.242,594.4012739,1093.082803
